DMSO_6_3_RIBO	DMSO_6_4_RIBO	DMSO_6_1_RNA	DMSO_6_2_RNA	DMSO_6_3_RNA	DMSO_6_4_RNA	DMSO_30_1_RIBO	DMSO_30_2_RIBO	DMSO_30_3_RIBO	DMSO_30_1_RNA	DMSO_30_2_RNA	DMSO_30_3_RNA	PP_30_1_RIBO	PP_30_2_RIBO	PP_30_3_RIBO	PP_30_1_RNA	PP_30_2_RNA	PP_30_3_RNA	PP_6_1_RIBO	PP_6_3_RIBO	PP_6_1_RNA	PP_6_2_RNA	PP_6_3_RNA
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	1	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDPN	3	0	4	1	0	0	51	0	2	3	1	3	14	0	2	2	10	5	0	0	0	0	1
PRDM2	128	127	1030	1018	1006	1236	820	230	762	965	1560	1355	330	329	242	924	900	951	189	115	734	1017	1033
KAZN	17	25	128	129	140	156	59	11	10	106	170	129	35	15	4	94	70	134	31	25	82	83	77
KAZN-AS1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	0	0	5	4	1	5	0	1	1	7	16	13	0	0	0	7	10	13	1	1	5	3	4
TMEM51	53	76	227	216	201	226	392	172	262	419	623	458	119	194	121	368	391	508	49	42	70	132	114
TMEM51-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHAD1	0	0	0	1	0	0	1	0	2	1	5	5	0	2	0	5	2	2	0	0	1	0	0
FHAD1-AS1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0
EFHD2	85	72	344	402	347	446	402	150	152	799	1096	879	130	167	161	714	865	921	45	38	167	168	167
CTRC	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CELA2A	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
CASP9	19	36	89	80	81	102	31	45	77	91	129	110	41	96	24	68	85	117	31	28	88	134	89
DNAJC16	58	76	490	502	429	572	919	389	659	311	500	462	148	164	61	343	385	390	72	71	577	704	668
SCARNA21B	0	0	14	9	14	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2
AGMAT	0	0	0	0	1	0	0	0	0	0	3	5	0	0	0	0	1	1	0	1	1	0	1
DDI2	90	115	905	1031	973	1157	658	261	467	896	1341	1178	193	374	221	983	740	1001	91	69	359	905	825
RSC1A1	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PLEKHM2	110	146	956	848	941	1134	633	510	466	2029	3011	2138	197	175	380	1997	1707	2287	146	107	717	1189	1015
SLC25A34	1	1	3	3	2	7	0	0	0	13	30	23	0	0	0	9	3	22	0	0	5	10	6
SLC25A34-AS1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
TMEM82	7	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	91	65	0	0	0
FBLIM1	72	125	757	748	728	926	844	435	547	2096	2745	2187	463	721	384	1997	1941	2317	54	79	273	415	393
UQCRHL	3	3	184	176	166	198	33	13	14	189	228	212	0	1	2	170	123	218	2	0	231	117	87
FLJ37453	32	18	123	118	119	164	96	21	71	251	286	249	8	27	81	203	197	255	31	25	53	94	99
SPEN	291	431	2669	2640	2697	3273	1852	1002	1542	4063	6717	5933	827	923	723	4363	3397	4754	479	368	1361	3074	2754
ZBTB17	120	113	362	397	358	420	291	253	246	958	1387	1078	279	246	82	1011	879	1101	166	131	448	461	409
SRARP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
HSPB7	0	0	3	6	4	8	10	4	1	38	64	47	0	2	1	19	14	48	2	0	5	1	2
CLCNKA	0	0	0	0	1	1	0	1	0	33	54	39	1	0	0	9	18	46	0	0	0	0	1
CLCNKB	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	3	7	0	0	0	0	0
FAM131C	0	0	1	0	1	2	0	9	0	9	17	22	4	2	0	4	19	21	0	0	1	1	1
EPHA2	70	51	237	220	252	279	1119	752	1001	999	1539	1129	345	589	295	990	953	1284	48	31	82	66	91
ARHGEF19	17	38	76	76	89	84	17	9	42	173	218	166	65	53	42	158	225	211	32	28	57	96	79
CPLANE2	16	17	49	59	42	57	20	48	46	60	108	105	23	20	54	48	40	95	59	46	78	86	72
FBXO42	100	122	927	985	954	1148	865	363	602	913	1209	1058	399	429	313	841	747	937	156	105	661	806	765
SZRD1	326	297	3271	3269	3357	3971	804	410	418	2671	3559	2596	244	406	230	2567	2316	2957	427	305	1625	2396	2155
SPATA21	0	0	2	2	0	2	0	1	1	3	0	2	0	0	1	0	0	0	0	0	1	1	0
NECAP2	226	216	632	607	688	758	934	426	843	939	1273	1050	377	603	414	938	879	949	301	185	675	834	786
LINC01772	0	0	18	28	25	34	0	0	0	20	37	34	0	0	0	38	21	38	0	0	27	26	25
CROCCP3	5	13	80	83	79	68	0	5	0	79	136	120	0	0	0	114	68	85	1	3	96	112	87
RNU1-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC01783	0	0	1	3	1	3	0	0	1	0	0	0	0	1	5	0	0	0	0	0	0	1	1
NBPF1	52	41	130	119	158	163	152	12	90	231	353	262	32	69	30	243	182	268	230	152	277	336	332
CROCCP2	9	16	253	224	223	273	62	72	59	533	844	730	23	24	42	621	491	730	14	18	166	226	195
MST1P2	0	0	0	1	2	2	0	0	0	24	22	15	0	0	0	26	16	16	0	4	2	6	1
RNU1-3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ESPNP	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	0	0	2	1	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	11	22	0	0	0	0	0	1	5	2	1	0	0	1	1	5	0	0	9	5	2	0	0
LOC105376805	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RNU1-2	0	0	13	10	13	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	2	8
CROCC	51	29	136	120	113	147	199	91	74	725	1078	944	60	66	60	838	705	887	85	61	208	158	115
MFAP2	4	2	1	5	5	3	4	11	57	37	40	37	53	25	17	25	31	35	2	1	3	1	2
ATP13A2	130	167	657	642	567	777	435	282	404	1059	1449	1089	263	249	147	1111	937	1127	153	114	407	564	536
SDHB	435	511	1113	1122	1152	1416	4063	1444	2769	1413	1821	1624	1098	2155	919	1360	1438	1614	387	302	650	1112	1034
PADI2	4	1	29	32	24	28	433	230	249	425	555	482	72	134	134	390	329	498	5	12	20	13	10
LINC02783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	21	40	195	220	184	245	101	63	51	652	940	730	36	68	60	567	537	743	42	44	205	237	216
ACTL8	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2
LINC01654	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
KLHDC7A	1	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0
PAX7	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0
TAS1R2	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	291	344	630	605	596	704	1636	966	1512	1555	2472	1876	794	748	551	1580	1311	1672	267	205	455	809	670
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IFFO2	95	117	649	645	721	800	536	434	434	1310	2037	1590	254	301	236	1301	1113	1516	90	88	417	455	456
UBR4	873	1183	2296	2388	2378	2917	11549	6131	9182	3679	6532	5659	4162	4311	2649	4661	3341	4786	1610	1182	2990	6968	6403
EMC1-AS1	17	9	4	1	8	5	19	6	0	8	23	23	0	6	0	10	9	18	48	32	7	1	2
EMC1	615	665	1364	1396	1336	1663	6039	3411	4605	1863	2988	2598	2100	2176	1398	2045	1746	2255	859	599	1437	2167	1989
MRTO4	483	381	1251	1217	1175	1401	1520	951	1022	1331	2033	1671	527	807	302	1276	1356	1673	257	211	727	989	943
AKR7L	0	0	7	4	2	5	0	0	0	17	9	9	0	0	0	3	2	1	0	0	5	1	2
AKR7A3	2	0	8	3	3	3	0	2	9	7	10	16	0	4	0	9	1	11	1	0	4	4	3
LOC100506730	0	0	70	48	73	77	0	0	0	52	103	80	0	0	0	52	32	50	0	0	30	38	52
AKR7A2	133	169	567	538	470	682	617	366	601	679	976	818	305	316	242	681	627	691	186	145	459	696	585
SLC66A1	41	36	90	121	113	148	246	169	133	220	321	288	137	72	72	237	196	319	67	58	118	145	122
CAPZB	796	793	1584	1621	1552	1938	5549	3231	3932	3365	4432	3634	1489	2117	1080	3356	3010	3449	601	454	631	1367	1253
LOC105378614	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	45	75	848	876	879	1023	1288	567	664	740	968	974	298	460	253	774	662	753	18	7	156	454	445
RPS14P3	3	6	31	33	27	36	10	12	15	33	45	40	0	1	1	44	30	47	0	0	16	17	18
NBL1	1	0	3	1	3	0	0	0	0	6	5	5	0	0	0	8	0	8	0	1	3	0	0
HTR6	2	0	0	1	1	0	0	8	9	0	5	5	0	0	0	2	0	8	1	0	0	1	0
TMCO4	1	0	1	0	3	0	0	0	0	9	0	1	2	0	0	5	1	0	7	9	5	3	3
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	22	26	861	890	865	969	60	154	135	603	1089	984	39	149	31	723	607	837	19	13	235	500	475
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	0	0	1	0	0	0	55	0	15	0	1	0	0	0	0	3	0	0	0	0	0	0	0
PLA2G5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC117779438	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2C	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
UBXN10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	1	1	0	0	1	0	1	1	0	0	2	2	2	0	0	2	6	3	14	8	0	1	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
CAMK2N1	1	8	89	85	78	118	49	24	23	306	490	407	30	62	57	360	288	319	15	10	27	86	66
MUL1	79	148	357	404	372	470	839	213	369	613	879	685	291	477	213	622	466	675	162	110	285	403	394
FAM43B	15	8	23	14	19	12	40	54	54	98	151	103	14	85	19	68	61	129	19	19	17	16	14
CDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1	40	75	225	202	258	267	284	104	302	150	180	159	119	27	146	150	132	221	138	114	430	601	543
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	0	1	84	90	86	88	0	0	1	41	54	57	0	0	0	34	47	44	0	0	87	78	93
DDOST	1003	1271	2234	2136	2231	2591	7162	3316	5374	3614	4696	3787	2005	2755	1225	3478	3006	4019	940	698	1686	2807	2475
KIF17	1	1	1	1	1	1	4	4	4	1	7	8	20	6	2	6	15	16	0	2	4	2	7
SH2D5	0	1	6	7	11	12	19	0	8	39	52	43	5	10	0	36	26	79	1	0	2	11	6
HP1BP3	949	1010	5214	5375	5401	6340	7457	4098	5250	5684	8471	7341	2659	4291	2461	5819	4930	6397	1502	1106	5357	7240	6511
EIF4G3	530	756	3314	3326	3375	4004	4710	2112	3099	4277	6510	5862	1797	2492	1652	4353	3735	4869	654	467	3176	2834	2569
MIR1256	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ECE1	212	289	647	682	651	779	1124	820	970	1296	1751	1387	496	798	551	1175	1079	1336	248	189	776	760	675
ECE1-AS1	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	4	1	0	0	0	1	0
NBPF3	11	12	161	201	197	211	83	9	15	210	315	233	0	0	39	192	137	199	15	20	185	213	206
ALPL	2	7	31	34	15	33	56	23	3	42	44	39	18	3	0	35	27	30	1	2	24	9	20
RAP1GAP	255	393	784	822	839	1007	1331	613	783	1622	2301	1906	321	482	429	1608	1400	1841	149	120	252	507	383
USP48	266	428	1483	1615	1548	1841	2562	966	2335	1884	2729	2635	724	1078	628	1743	1674	2190	325	211	819	1394	1252
LDLRAD2	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	1
HSPG2	104	128	238	178	197	205	2025	1038	1517	850	1410	1131	753	620	405	1074	829	1168	141	126	279	473	390
CELA3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01635	0	3	1	2	0	1	32	1	0	3	9	5	0	0	0	15	4	4	1	0	0	2	0
LINC00339	24	23	144	159	163	178	122	58	31	155	213	205	10	42	37	136	139	164	38	31	124	131	142
CDC42	376	368	3266	3395	3118	3941	2109	1069	1297	3629	4790	4189	346	503	363	3281	3158	3504	348	310	4137	3154	2764
WNT4	2	2	9	16	16	9	14	29	1	52	62	60	0	10	0	39	23	43	4	0	10	11	10
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB40	132	197	824	919	840	1047	1120	537	606	932	1504	1306	394	389	289	963	783	1115	213	146	1193	1187	1151
EPHA8	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
C1QB	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EPHB2	40	58	277	298	284	335	15	37	88	107	136	112	9	35	4	94	99	115	46	24	248	261	228
MIR4684	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
TEX46	0	0	0	2	1	2	0	10	0	0	0	2	0	0	0	3	0	0	0	0	3	4	1
KDM1A	1358	1749	5503	5628	5513	6599	12452	5748	8762	5945	8646	7269	4172	5957	3546	6120	5603	7077	1278	928	4638	4633	4318
MIR3115	0	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LUZP1	85	102	779	797	806	990	558	222	389	966	1486	1300	253	325	144	983	772	973	51	46	444	688	605
HTR1D	2	1	1	1	1	0	2	1	2	5	0	0	4	1	2	0	0	0	0	0	0	2	0
LINC01355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPR	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF436-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDS2	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
RPL11	2679	2489	9674	9475	10016	11300	12609	7517	8594	13308	18430	13735	985	1680	657	11950	12755	13268	418	328	16214	8536	7516
ELOA	208	282	1520	1593	1582	1938	1523	736	821	1192	2062	1710	497	606	190	1244	954	1401	366	318	1856	1711	1586
ELOA-AS1	16	2	29	32	26	38	76	35	42	9	22	13	14	58	28	19	8	14	10	7	18	16	20
PITHD1	95	110	784	786	744	996	621	177	556	905	1407	1217	311	443	283	984	988	1176	156	116	746	842	719
LYPLA2	92	96	706	764	726	861	399	198	344	1220	1656	1308	163	214	103	1257	1120	1445	99	65	367	555	491
GALE	37	57	112	130	123	145	366	241	308	336	474	392	113	209	133	345	317	424	50	44	62	97	104
HMGCL	50	60	178	173	164	224	369	294	345	331	364	323	169	202	259	258	183	319	109	91	201	327	317
FUCA1	21	25	55	36	52	65	0	0	17	28	30	36	0	31	3	20	4	25	27	25	71	100	106
CNR2	1	0	0	0	0	0	2	0	1	7	0	0	1	0	0	0	1	0	0	0	1	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	30	17	2005	2016	1970	2378	93	275	95	2515	3290	2984	62	114	110	2482	2204	2765	52	31	1391	1795	1718
SRSF10	409	506	3906	4006	3947	4773	2840	1033	1862	3682	4993	4768	732	1182	614	3594	3173	4155	327	304	2224	3447	3164
MYOM3	0	1	0	0	0	0	6	9	0	1	0	0	1	1	0	0	0	0	1	2	1	0	0
IL22RA1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
IFNLR1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
STPG1	2	0	39	28	20	29	261	7	116	95	142	113	76	48	8	120	83	100	4	1	25	21	32
NIPAL3	151	114	2143	2106	2062	2440	2043	1393	1734	4277	6240	5346	967	1041	806	4240	3321	5001	443	364	2739	3234	2910
RCAN3AS	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
RCAN3	32	27	1065	1177	1089	1352	518	287	409	1312	2131	1817	138	260	123	1313	1123	1367	79	50	682	1183	1040
NCMAP-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCMAP	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
SRRM1	441	644	1892	1848	1836	2215	2379	1637	2441	2866	4547	4028	1290	1848	1315	2656	2772	2993	509	398	1512	1602	1508
CLIC4	421	481	6728	6774	6756	8303	4731	2520	3568	8588	11793	10869	1156	2252	1143	7588	6886	8783	387	313	4420	6699	6290
RUNX3	0	1	0	0	0	0	0	0	0	21	2	1	0	0	0	0	0	0	0	3	0	0	0
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYF2	208	222	454	468	441	551	1282	746	953	770	1042	952	266	490	417	738	767	956	293	196	1176	800	712
RSRP1	60	75	736	821	750	921	392	98	139	688	928	797	38	62	89	591	453	765	51	56	431	929	840
RHD	0	0	0	0	1	0	0	0	0	1	2	0	0	10	0	0	0	0	0	0	0	0	0
TMEM50A	267	298	1076	1155	1175	1356	3712	929	2037	1431	1873	1632	773	1185	667	1386	1265	1581	381	276	1177	1281	1163
RHCE	0	0	1	4	3	1	2	0	0	4	2	0	0	1	0	0	13	3	0	0	0	5	5
MACO1	152	253	800	872	830	992	574	598	674	780	1181	1083	324	451	252	804	732	833	375	263	1474	1313	1174
LDLRAP1	7	11	72	67	87	95	70	68	45	205	240	209	14	47	15	198	169	199	3	5	57	63	64
MAN1C1	22	18	259	273	250	329	837	276	358	1385	1875	1388	295	318	254	1120	935	1338	33	37	120	161	152
SELENON	98	159	1514	1573	1518	1877	832	435	638	3494	5234	4449	414	307	239	3401	2905	4035	112	97	1034	1415	1244
MTFR1L	95	106	895	896	933	1118	1095	483	489	861	1242	1067	335	406	434	699	695	910	125	83	634	808	775
LOC646471	1	0	2	2	5	2	0	0	2	158	238	184	0	4	0	156	100	179	2	2	0	4	3
AUNIP	29	43	215	212	206	217	138	60	137	98	160	109	59	22	32	128	92	111	15	12	145	112	114
PAQR7	15	10	88	71	70	102	57	45	66	135	161	142	17	27	0	146	115	152	17	11	95	83	79
STMN1	6330	6641	9440	9714	9492	11347	20061	14238	13904	11442	16299	14412	9429	14418	9963	10629	10430	12321	5994	4505	6798	9121	8155
MIR3917	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	33	39	262	260	248	340	359	163	171	358	415	394	95	135	132	294	278	385	54	42	211	313	265
EXTL1	20	18	155	167	177	168	285	158	216	2017	2564	2155	223	218	202	1920	1635	2002	37	34	90	186	181
SLC30A2	0	0	0	0	0	0	1	1	1	3	7	3	0	0	0	9	5	6	2	0	0	0	0
TRIM63	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	3	0	1	0	0	0
PDIK1L	39	61	706	707	694	859	296	220	305	700	1058	958	97	194	62	603	556	762	71	36	402	785	683
FAM110D	1	3	1	0	3	1	0	0	0	0	3	2	0	0	0	0	6	6	5	0	1	0	1
C1orf232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF593	167	136	147	153	160	184	242	233	345	364	443	348	141	258	117	362	352	369	129	98	131	115	146
CNKSR1	1	1	3	4	4	8	0	0	0	13	23	13	0	1	0	11	7	16	0	0	6	2	2
CATSPER4	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZPLD2P	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	137	162	754	834	781	897	1492	648	845	1106	1603	1405	464	458	292	960	755	1020	120	100	495	604	520
SH3BGRL3	151	155	327	329	318	390	1025	641	588	861	1058	856	439	553	357	802	543	833	165	121	223	213	226
UBXN11	13	19	55	56	48	64	34	29	37	140	160	106	2	48	41	133	122	155	36	18	46	59	39
CD52	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYBG2	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	1	0	1	0
ZNF683	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
